Education,Experience_Years,Projects_Count,Certification,Python,JavaScript,SQL,Machine_Learning,Java,HTML_CSS,Career_Role
B.Tech,7.0,8.0,None,1.0,0.0,,0.0,0.0,1.0,Data Analyst
B.Tech,6.0,3.0,Coursera,1.0,1.0,0.0,0.0,,1.0,Frontend Developer
B.Tech,6.0,1.0,None,1.0,0.0,1.0,0.0,0.0,0.0,Data Analyst
M.Tech,6.0,2.0,Coursera,1.0,,1.0,0.0,0.0,0.0,Data Analyst
B.Sc.,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,1.0,Full Stack Developer
B.Tech,2.0,,None,0.0,1.0,1.0,1.0,,1.0,Full Stack Developer
B.E.,5.0,0.0,None,1.0,0.0,1.0,1.0,0.0,,Data Analyst
MCA,5.0,2.0,None,1.0,1.0,1.0,0.0,,0.0,Backend Developer
BCA,5.0,6.0,None,1.0,,1.0,0.0,1.0,0.0,Software Engineer
B.Tech,5.0,8.0,Microsoft,,1.0,0.0,0.0,0.0,1.0,Frontend Developer
M.Tech,0.0,,edX,0.0,1.0,1.0,0.0,0.0,0.0,Software Engineer
B.Tech,,,,1.0,1.0,1.0,1.0,0.0,0.0,Data Scientist
M.Tech,7.0,3.0,Coursera,0.0,1.0,1.0,0.0,0.0,1.0,Full Stack Developer
B.Tech,2.0,,Coursera,1.0,0.0,1.0,0.0,0.0,0.0,Data Analyst
B.Tech,3.0,3.0,Google,0.0,0.0,1.0,0.0,0.0,1.0,Data Analyst
B.E.,1.0,3.0,None,0.0,1.0,1.0,1.0,1.0,0.0,Backend Developer
B.Tech,0.0,,,1.0,1.0,1.0,1.0,1.0,0.0,Machine Learning Engineer
B.E.,1.0,0.0,Coursera,1.0,1.0,1.0,0.0,1.0,,Backend Developer
MCA,1.0,1.0,None,0.0,,1.0,0.0,0.0,1.0,Full Stack Developer
MCA,,,,0.0,0.0,1.0,1.0,0.0,1.0,Machine Learning Engineer
B.Tech,0.0,0.0,Google,1.0,0.0,1.0,1.0,0.0,,Data Scientist
MCA,1.0,3.0,None,,1.0,,,0.0,1.0,Frontend Developer
B.Tech,1.0,1.0,None,0.0,0.0,1.0,0.0,,0.0,Data Analyst
BCA,0.0,2.0,Coursera,0.0,1.0,1.0,0.0,0.0,1.0,Full Stack Developer
B.Tech,1.0,3.0,None,0.0,1.0,1.0,0.0,0.0,1.0,Backend Developer
M.Tech,2.0,2.0,,1.0,0.0,1.0,0.0,0.0,0.0,Data Analyst
M.Tech,1.0,2.0,Microsoft,0.0,1.0,1.0,1.0,,0.0,Software Engineer
B.Sc.,3.0,5.0,,1.0,0.0,1.0,1.0,0.0,0.0,Machine Learning Engineer
B.Tech,,2.0,Coursera,,1.0,1.0,0.0,,1.0,Backend Developer
M.Tech,2.0,4.0,None,,0.0,1.0,1.0,0.0,0.0,Data Scientist
B.E.,0.0,,None,1.0,0.0,1.0,1.0,,0.0,Data Analyst
MCA,7.0,1.0,None,0.0,1.0,1.0,0.0,1.0,1.0,Full Stack Developer
B.Tech,1.0,2.0,Google,0.0,0.0,0.0,0.0,0.0,1.0,Frontend Developer
M.Tech,3.0,2.0,Coursera,1.0,0.0,1.0,0.0,0.0,0.0,Data Analyst
B.E.,7.0,4.0,Microsoft,1.0,0.0,,0.0,,,Data Analyst
B.Tech,4.0,3.0,,1.0,1.0,1.0,,0.0,0.0,Data Analyst
MCA,6.0,7.0,Coursera,1.0,1.0,1.0,0.0,1.0,1.0,Frontend Developer
B.E.,3.0,,None,1.0,0.0,1.0,1.0,1.0,0.0,Software Engineer
,4.0,3.0,None,0.0,0.0,1.0,0.0,0.0,0.0,Backend Developer
B.E.,4.0,,None,,1.0,1.0,0.0,0.0,0.0,Backend Developer
B.E.,0.0,,None,,,1.0,1.0,0.0,0.0,Data Scientist
BCA,0.0,,None,0.0,,1.0,1.0,0.0,0.0,Data Scientist
M.Tech,0.0,1.0,Coursera,1.0,,1.0,0.0,0.0,0.0,Software Engineer
B.E.,2.0,3.0,AWS,1.0,1.0,1.0,1.0,0.0,0.0,Data Analyst
B.Sc.,,1.0,Google,1.0,1.0,0.0,0.0,1.0,1.0,Software Engineer
B.Tech,2.0,3.0,Coursera,0.0,1.0,1.0,0.0,1.0,0.0,Software Engineer
M.Tech,1.0,3.0,None,1.0,1.0,,0.0,1.0,1.0,Software Engineer
B.E.,0.0,3.0,None,0.0,1.0,1.0,,1.0,,Full Stack Developer
B.Tech,4.0,2.0,None,1.0,1.0,1.0,0.0,0.0,1.0,Full Stack Developer
B.Tech,2.0,2.0,,1.0,0.0,1.0,,0.0,0.0,Data Scientist
B.Sc.,5.0,6.0,None,0.0,1.0,1.0,0.0,0.0,1.0,Full Stack Developer
B.E.,3.0,,None,0.0,1.0,1.0,0.0,1.0,1.0,Full Stack Developer
B.Tech,1.0,3.0,None,0.0,1.0,1.0,1.0,,1.0,Backend Developer
,3.0,7.0,None,1.0,,0.0,1.0,0.0,0.0,Machine Learning Engineer
,5.0,2.0,Coursera,0.0,,1.0,0.0,1.0,1.0,Software Engineer
BCA,,2.0,None,0.0,1.0,0.0,0.0,1.0,1.0,Full Stack Developer
MCA,5.0,3.0,AWS,0.0,1.0,1.0,0.0,1.0,1.0,Full Stack Developer
B.E.,1.0,1.0,Coursera,0.0,1.0,1.0,0.0,1.0,1.0,Full Stack Developer
B.E.,3.0,1.0,edX,0.0,,0.0,0.0,,1.0,Frontend Developer
B.Tech,2.0,5.0,None,1.0,0.0,1.0,1.0,1.0,0.0,Machine Learning Engineer
B.Tech,2.0,,None,0.0,1.0,0.0,0.0,0.0,1.0,Frontend Developer
B.Tech,3.0,1.0,None,0.0,1.0,1.0,0.0,1.0,,Frontend Developer
B.Tech,5.0,4.0,None,1.0,1.0,1.0,1.0,,1.0,Data Analyst
B.Tech,4.0,,None,1.0,,,1.0,0.0,0.0,Machine Learning Engineer
MCA,8.0,5.0,Microsoft,1.0,1.0,1.0,0.0,0.0,0.0,Backend Developer
B.Tech,,,edX,0.0,0.0,1.0,1.0,0.0,0.0,Software Engineer
B.Tech,2.0,2.0,None,0.0,1.0,1.0,0.0,1.0,1.0,Full Stack Developer
B.E.,0.0,,,1.0,1.0,0.0,0.0,,0.0,Software Engineer
B.E.,7.0,8.0,Coursera,0.0,1.0,1.0,0.0,1.0,0.0,Backend Developer
,,3.0,AWS,1.0,0.0,1.0,0.0,,0.0,Backend Developer
B.Sc.,,2.0,None,1.0,0.0,1.0,1.0,0.0,0.0,Machine Learning Engineer
B.Tech,3.0,,None,0.0,0.0,1.0,0.0,0.0,0.0,Data Analyst
B.Tech,0.0,1.0,AWS,1.0,0.0,1.0,1.0,,1.0,Data Scientist
B.E.,2.0,2.0,edX,1.0,1.0,,0.0,0.0,1.0,Data Analyst
B.E.,5.0,3.0,None,1.0,0.0,1.0,0.0,1.0,0.0,Backend Developer
B.Sc.,2.0,4.0,None,1.0,1.0,1.0,,0.0,1.0,Full Stack Developer
B.E.,2.0,3.0,Coursera,0.0,,1.0,1.0,0.0,1.0,Full Stack Developer
B.Tech,4.0,0.0,None,1.0,0.0,1.0,0.0,0.0,0.0,Data Analyst
,0.0,1.0,Coursera,0.0,1.0,0.0,0.0,0.0,1.0,Frontend Developer
B.Tech,1.0,2.0,None,1.0,0.0,0.0,1.0,0.0,0.0,Machine Learning Engineer
,1.0,3.0,None,,0.0,1.0,1.0,0.0,0.0,Machine Learning Engineer
M.Tech,0.0,4.0,None,0.0,1.0,,0.0,0.0,1.0,Full Stack Developer
B.Tech,2.0,0.0,AWS,1.0,1.0,1.0,0.0,0.0,1.0,Full Stack Developer
B.Tech,0.0,1.0,edX,0.0,1.0,1.0,0.0,,1.0,Full Stack Developer
BCA,1.0,3.0,Microsoft,,0.0,1.0,1.0,0.0,0.0,Data Analyst
B.E.,4.0,4.0,edX,1.0,0.0,1.0,1.0,0.0,0.0,Data Analyst
B.E.,1.0,2.0,AWS,1.0,0.0,1.0,1.0,0.0,,Data Scientist
M.Tech,2.0,2.0,None,1.0,0.0,0.0,1.0,0.0,0.0,Machine Learning Engineer
B.Sc.,0.0,4.0,None,1.0,0.0,0.0,0.0,1.0,0.0,Software Engineer
,3.0,,edX,1.0,,1.0,0.0,0.0,1.0,Data Analyst
B.Sc.,0.0,2.0,None,1.0,1.0,1.0,1.0,1.0,1.0,Software Engineer
B.Tech,0.0,3.0,None,1.0,1.0,1.0,1.0,0.0,0.0,Data Scientist
B.Tech,4.0,5.0,None,1.0,0.0,1.0,1.0,,,Data Scientist
,1.0,0.0,Microsoft,1.0,1.0,1.0,0.0,1.0,1.0,Full Stack Developer
,0.0,2.0,Google,0.0,1.0,1.0,,0.0,1.0,Full Stack Developer
B.Sc.,1.0,3.0,edX,1.0,1.0,1.0,0.0,0.0,0.0,Backend Developer
B.Tech,1.0,1.0,Coursera,,0.0,1.0,1.0,0.0,1.0,Data Scientist
B.Tech,2.0,1.0,Coursera,,1.0,1.0,0.0,1.0,0.0,Backend Developer
MCA,7.0,,None,1.0,1.0,0.0,1.0,1.0,0.0,Machine Learning Engineer
B.E.,0.0,,,0.0,1.0,1.0,0.0,,1.0,Frontend Developer
B.Sc.,1.0,2.0,,1.0,1.0,0.0,0.0,1.0,1.0,Frontend Developer
B.Tech,1.0,2.0,None,1.0,1.0,0.0,1.0,0.0,0.0,Backend Developer
B.Tech,7.0,7.0,edX,0.0,1.0,1.0,0.0,0.0,1.0,Full Stack Developer
B.Tech,0.0,0.0,None,1.0,0.0,1.0,,0.0,,Data Scientist
B.Tech,1.0,,None,,1.0,1.0,0.0,,1.0,Full Stack Developer
B.Tech,1.0,2.0,,1.0,1.0,0.0,1.0,1.0,,Machine Learning Engineer
B.Tech,5.0,,None,0.0,1.0,0.0,0.0,0.0,1.0,Frontend Developer
B.Tech,2.0,5.0,,0.0,0.0,0.0,0.0,1.0,0.0,Software Engineer
MCA,0.0,0.0,None,1.0,0.0,1.0,1.0,1.0,0.0,Machine Learning Engineer
M.Tech,1.0,3.0,Microsoft,0.0,,0.0,0.0,0.0,1.0,Frontend Developer
BCA,5.0,2.0,None,1.0,1.0,1.0,,0.0,0.0,Data Analyst
BCA,3.0,2.0,None,0.0,1.0,0.0,0.0,1.0,1.0,Frontend Developer
B.E.,2.0,2.0,AWS,0.0,1.0,,0.0,1.0,0.0,Backend Developer
B.E.,4.0,5.0,None,1.0,1.0,1.0,0.0,1.0,0.0,Backend Developer
,2.0,1.0,,1.0,1.0,1.0,,0.0,,Full Stack Developer
B.Tech,0.0,2.0,None,1.0,1.0,1.0,0.0,0.0,1.0,Full Stack Developer
B.Tech,0.0,1.0,None,0.0,0.0,1.0,0.0,0.0,0.0,Data Analyst
M.Tech,,6.0,None,0.0,1.0,1.0,0.0,0.0,1.0,Frontend Developer
,0.0,3.0,None,1.0,0.0,1.0,0.0,0.0,0.0,Data Analyst
B.Tech,1.0,1.0,None,1.0,1.0,0.0,0.0,1.0,1.0,Frontend Developer
B.E.,1.0,0.0,None,1.0,0.0,0.0,1.0,0.0,0.0,Data Scientist
MCA,4.0,3.0,None,0.0,,1.0,,1.0,1.0,Full Stack Developer
B.Sc.,6.0,1.0,None,1.0,,0.0,1.0,0.0,0.0,Machine Learning Engineer
B.E.,2.0,4.0,Microsoft,1.0,1.0,1.0,1.0,,0.0,Data Analyst
B.E.,4.0,4.0,Coursera,1.0,1.0,1.0,0.0,0.0,0.0,Data Analyst
B.Tech,2.0,2.0,Google,1.0,0.0,0.0,0.0,1.0,1.0,Software Engineer
B.Tech,6.0,,Coursera,1.0,1.0,1.0,0.0,1.0,1.0,Software Engineer
MCA,2.0,,None,1.0,0.0,1.0,1.0,0.0,0.0,Machine Learning Engineer
B.Tech,4.0,,None,1.0,1.0,1.0,1.0,0.0,0.0,Machine Learning Engineer
BCA,,1.0,None,0.0,1.0,1.0,0.0,0.0,1.0,Full Stack Developer
B.Tech,2.0,4.0,,0.0,0.0,0.0,0.0,1.0,1.0,Software Engineer
B.E.,7.0,5.0,,0.0,1.0,1.0,0.0,1.0,0.0,Software Engineer
B.E.,2.0,,None,1.0,0.0,0.0,1.0,1.0,0.0,Machine Learning Engineer
M.Tech,4.0,0.0,None,1.0,0.0,1.0,1.0,0.0,0.0,Data Scientist
B.Tech,,6.0,Coursera,1.0,0.0,1.0,0.0,0.0,0.0,Data Analyst
BCA,0.0,4.0,,0.0,1.0,1.0,0.0,1.0,1.0,Full Stack Developer
M.Tech,2.0,0.0,Coursera,0.0,0.0,,0.0,0.0,0.0,Data Analyst
B.E.,3.0,7.0,,1.0,,1.0,1.0,0.0,0.0,Data Analyst
MCA,6.0,5.0,Microsoft,1.0,0.0,,0.0,0.0,0.0,Data Analyst
BCA,0.0,4.0,None,1.0,0.0,1.0,0.0,,0.0,Data Analyst
B.Tech,3.0,4.0,Google,0.0,0.0,0.0,0.0,0.0,1.0,Software Engineer
BCA,3.0,2.0,None,,0.0,1.0,1.0,1.0,1.0,Backend Developer
B.Tech,0.0,1.0,Google,0.0,1.0,1.0,0.0,,,Full Stack Developer
B.E.,3.0,2.0,None,1.0,,,0.0,1.0,,Backend Developer
B.Tech,2.0,1.0,Coursera,1.0,0.0,1.0,0.0,0.0,0.0,Software Engineer
B.Tech,5.0,1.0,Coursera,1.0,1.0,1.0,0.0,1.0,1.0,Software Engineer
BCA,0.0,2.0,None,0.0,0.0,1.0,1.0,0.0,0.0,Data Scientist
B.E.,5.0,3.0,Coursera,1.0,0.0,1.0,,0.0,0.0,Data Scientist
B.E.,2.0,2.0,None,1.0,0.0,,1.0,0.0,0.0,Machine Learning Engineer
B.E.,5.0,,None,,1.0,1.0,1.0,1.0,1.0,Software Engineer
B.Tech,3.0,0.0,Google,,1.0,0.0,0.0,,,Frontend Developer
B.Tech,3.0,7.0,Google,,0.0,1.0,0.0,0.0,0.0,Data Analyst
B.Tech,2.0,4.0,Coursera,0.0,0.0,1.0,0.0,1.0,0.0,Backend Developer
B.E.,3.0,2.0,None,,0.0,1.0,0.0,0.0,0.0,Data Analyst
B.Tech,7.0,3.0,None,1.0,0.0,1.0,1.0,0.0,0.0,Data Scientist
,0.0,2.0,Microsoft,1.0,0.0,1.0,1.0,0.0,0.0,Data Analyst
MCA,2.0,2.0,Coursera,0.0,0.0,1.0,1.0,0.0,0.0,Data Analyst
MCA,3.0,4.0,,,1.0,,0.0,0.0,,Backend Developer
M.Tech,0.0,2.0,Microsoft,1.0,0.0,,0.0,0.0,0.0,Backend Developer
MCA,1.0,1.0,Microsoft,1.0,1.0,,0.0,,0.0,Backend Developer
B.Tech,7.0,,None,0.0,,1.0,1.0,0.0,1.0,Full Stack Developer
MCA,6.0,,None,,,1.0,1.0,1.0,1.0,Software Engineer
M.Tech,0.0,1.0,Coursera,1.0,0.0,0.0,1.0,1.0,0.0,Data Scientist
B.Tech,1.0,,None,1.0,0.0,1.0,1.0,0.0,0.0,Data Scientist
,4.0,,Microsoft,1.0,0.0,0.0,1.0,0.0,0.0,Machine Learning Engineer
B.Tech,5.0,5.0,None,1.0,1.0,1.0,0.0,1.0,1.0,Backend Developer
,,,None,1.0,1.0,1.0,1.0,0.0,0.0,Data Scientist
B.Sc.,1.0,2.0,Google,0.0,1.0,0.0,,0.0,1.0,Full Stack Developer
B.Tech,2.0,6.0,,1.0,0.0,0.0,1.0,,0.0,Machine Learning Engineer
B.Tech,1.0,1.0,None,0.0,1.0,1.0,1.0,0.0,1.0,Full Stack Developer
,,0.0,None,0.0,0.0,,0.0,1.0,0.0,Software Engineer
,0.0,1.0,edX,0.0,1.0,1.0,0.0,1.0,1.0,Full Stack Developer
B.Tech,2.0,0.0,AWS,1.0,0.0,1.0,1.0,0.0,,Machine Learning Engineer
B.Tech,0.0,,edX,1.0,0.0,1.0,0.0,,0.0,Software Engineer
B.E.,0.0,2.0,,0.0,1.0,0.0,0.0,1.0,0.0,Software Engineer
B.Tech,0.0,,Coursera,0.0,1.0,,0.0,1.0,1.0,Full Stack Developer
B.E.,2.0,1.0,edX,1.0,0.0,1.0,,0.0,0.0,Machine Learning Engineer
B.E.,1.0,1.0,Coursera,1.0,1.0,,1.0,0.0,1.0,Frontend Developer
MCA,0.0,4.0,None,1.0,0.0,1.0,1.0,0.0,,Data Analyst
MCA,8.0,6.0,None,1.0,0.0,1.0,1.0,0.0,0.0,Data Analyst
B.E.,3.0,0.0,None,1.0,,1.0,0.0,0.0,0.0,Data Analyst
B.E.,6.0,7.0,None,1.0,0.0,1.0,1.0,1.0,1.0,Data Scientist
B.Tech,0.0,1.0,None,1.0,0.0,1.0,0.0,1.0,0.0,Backend Developer
B.Tech,0.0,3.0,AWS,1.0,1.0,0.0,0.0,,,Software Engineer
B.E.,3.0,4.0,Google,1.0,0.0,1.0,1.0,1.0,0.0,Machine Learning Engineer
B.Tech,2.0,3.0,None,1.0,1.0,1.0,0.0,1.0,,Full Stack Developer
B.Sc.,0.0,4.0,None,1.0,1.0,0.0,1.0,1.0,1.0,Backend Developer
B.Tech,5.0,3.0,,,1.0,0.0,0.0,0.0,1.0,Frontend Developer
B.Tech,0.0,0.0,,1.0,0.0,0.0,1.0,,0.0,Machine Learning Engineer
B.Sc.,7.0,,None,1.0,1.0,1.0,1.0,,0.0,Data Scientist
B.Tech,5.0,4.0,,1.0,0.0,1.0,1.0,0.0,1.0,Data Analyst
B.Tech,0.0,2.0,None,1.0,,0.0,,1.0,0.0,Data Scientist
BCA,2.0,2.0,AWS,1.0,0.0,1.0,1.0,0.0,0.0,Machine Learning Engineer
BCA,1.0,2.0,Microsoft,1.0,0.0,1.0,0.0,0.0,0.0,Data Analyst
M.Tech,4.0,,None,1.0,1.0,1.0,0.0,,1.0,Frontend Developer
B.Tech,3.0,2.0,,1.0,0.0,,0.0,0.0,0.0,Data Analyst
B.Tech,1.0,4.0,AWS,0.0,1.0,0.0,,1.0,1.0,Software Engineer
B.E.,,,AWS,1.0,0.0,1.0,1.0,1.0,,Machine Learning Engineer
B.Tech,0.0,1.0,,1.0,0.0,0.0,0.0,,0.0,Software Engineer
B.E.,2.0,1.0,edX,1.0,0.0,0.0,1.0,0.0,1.0,Machine Learning Engineer
B.E.,1.0,1.0,AWS,,1.0,0.0,0.0,0.0,1.0,Frontend Developer
B.Tech,,7.0,None,1.0,0.0,0.0,1.0,0.0,0.0,Data Scientist
B.E.,,1.0,None,0.0,1.0,,1.0,0.0,,Full Stack Developer
B.Tech,0.0,1.0,None,1.0,1.0,1.0,0.0,,0.0,Backend Developer
MCA,3.0,1.0,None,0.0,1.0,1.0,0.0,1.0,1.0,Backend Developer
B.Tech,3.0,3.0,AWS,1.0,0.0,1.0,0.0,0.0,0.0,Backend Developer
BCA,1.0,2.0,Coursera,0.0,1.0,1.0,0.0,1.0,0.0,Software Engineer
B.Sc.,1.0,,Microsoft,,0.0,1.0,0.0,0.0,1.0,Data Analyst
,7.0,5.0,Google,0.0,0.0,,0.0,1.0,0.0,Data Analyst
MCA,1.0,,Microsoft,0.0,1.0,1.0,0.0,0.0,1.0,Full Stack Developer
B.Sc.,1.0,2.0,None,,,0.0,0.0,0.0,1.0,Frontend Developer
B.E.,4.0,5.0,,1.0,0.0,0.0,0.0,,,Software Engineer
B.Tech,,7.0,Google,1.0,1.0,1.0,1.0,0.0,1.0,Full Stack Developer
B.Tech,2.0,0.0,None,,1.0,,,0.0,1.0,Data Analyst
B.Sc.,3.0,4.0,None,1.0,1.0,1.0,1.0,,1.0,Full Stack Developer
B.E.,,2.0,None,1.0,1.0,,1.0,,1.0,Software Engineer
B.E.,1.0,3.0,None,0.0,,0.0,0.0,1.0,1.0,Frontend Developer
B.E.,0.0,2.0,None,0.0,1.0,1.0,,0.0,0.0,Backend Developer
,1.0,5.0,Google,,1.0,1.0,1.0,0.0,1.0,Full Stack Developer
B.E.,6.0,6.0,Microsoft,1.0,1.0,0.0,1.0,0.0,1.0,Machine Learning Engineer
M.Tech,,5.0,edX,1.0,1.0,1.0,0.0,0.0,0.0,Data Analyst
B.Tech,0.0,1.0,Coursera,,0.0,1.0,1.0,0.0,0.0,Machine Learning Engineer
B.E.,1.0,3.0,edX,1.0,0.0,1.0,0.0,0.0,0.0,Data Analyst
,3.0,1.0,None,0.0,1.0,1.0,0.0,0.0,1.0,Full Stack Developer
,,5.0,Microsoft,1.0,0.0,1.0,0.0,0.0,,Data Analyst
B.Tech,,3.0,Microsoft,1.0,1.0,,0.0,0.0,,Backend Developer
B.Tech,1.0,3.0,None,0.0,0.0,1.0,1.0,0.0,0.0,Data Analyst
B.E.,0.0,3.0,edX,0.0,,1.0,0.0,0.0,1.0,Data Analyst
,2.0,4.0,None,1.0,0.0,1.0,1.0,0.0,0.0,Data Analyst
M.Tech,1.0,6.0,None,0.0,0.0,1.0,,0.0,0.0,Data Analyst
B.Tech,3.0,6.0,None,0.0,1.0,,,1.0,1.0,Software Engineer
MCA,,0.0,Google,,0.0,1.0,,0.0,0.0,Machine Learning Engineer
B.Tech,,2.0,AWS,,1.0,0.0,1.0,1.0,1.0,Frontend Developer
B.Tech,0.0,2.0,None,1.0,0.0,1.0,0.0,0.0,0.0,Data Analyst
B.Tech,3.0,3.0,edX,1.0,0.0,1.0,1.0,0.0,,Data Scientist
B.Tech,,,None,0.0,1.0,1.0,1.0,1.0,1.0,Full Stack Developer
B.Tech,2.0,4.0,Microsoft,1.0,1.0,1.0,1.0,0.0,0.0,Backend Developer
B.Tech,0.0,0.0,None,,0.0,,0.0,1.0,1.0,Full Stack Developer
B.Tech,3.0,2.0,None,1.0,0.0,0.0,1.0,0.0,0.0,Machine Learning Engineer
B.Tech,3.0,,AWS,0.0,1.0,1.0,,,,Full Stack Developer
,3.0,5.0,AWS,1.0,1.0,1.0,0.0,0.0,1.0,Full Stack Developer
B.E.,0.0,0.0,None,,0.0,0.0,1.0,0.0,0.0,Machine Learning Engineer
B.Tech,4.0,2.0,Coursera,,0.0,1.0,,1.0,0.0,Software Engineer
M.Tech,2.0,5.0,,0.0,1.0,0.0,0.0,,1.0,Frontend Developer
M.Tech,,1.0,Coursera,1.0,0.0,,1.0,0.0,0.0,Data Analyst
B.Tech,0.0,3.0,None,1.0,0.0,1.0,1.0,0.0,0.0,Data Scientist
B.Tech,,4.0,None,1.0,1.0,1.0,0.0,1.0,1.0,Software Engineer
B.E.,4.0,5.0,None,1.0,1.0,0.0,0.0,0.0,1.0,Full Stack Developer
B.Tech,6.0,4.0,None,0.0,1.0,1.0,1.0,1.0,0.0,Backend Developer
M.Tech,4.0,1.0,None,1.0,1.0,0.0,1.0,0.0,1.0,Frontend Developer
B.Tech,0.0,,AWS,1.0,0.0,1.0,1.0,0.0,0.0,Data Scientist
B.Tech,5.0,6.0,Microsoft,,0.0,0.0,0.0,1.0,0.0,Software Engineer
B.E.,1.0,2.0,None,1.0,1.0,,1.0,0.0,0.0,Machine Learning Engineer
B.Tech,,2.0,AWS,1.0,0.0,0.0,0.0,1.0,1.0,Software Engineer
B.Tech,0.0,2.0,None,0.0,1.0,1.0,0.0,0.0,1.0,Full Stack Developer
,6.0,2.0,Coursera,0.0,1.0,0.0,0.0,0.0,1.0,Frontend Developer
B.Tech,7.0,6.0,Microsoft,0.0,1.0,0.0,0.0,0.0,1.0,Frontend Developer
BCA,3.0,3.0,Coursera,,1.0,1.0,0.0,1.0,0.0,Software Engineer
B.E.,3.0,5.0,None,1.0,0.0,1.0,1.0,0.0,0.0,Data Scientist
B.Sc.,7.0,2.0,None,0.0,1.0,1.0,0.0,0.0,1.0,Software Engineer
BCA,,2.0,None,1.0,,0.0,,1.0,0.0,Backend Developer
B.Tech,3.0,2.0,AWS,1.0,0.0,1.0,1.0,1.0,0.0,Data Scientist
BCA,1.0,,None,1.0,0.0,,1.0,0.0,1.0,Machine Learning Engineer
B.Tech,3.0,,None,1.0,1.0,1.0,0.0,1.0,1.0,Software Engineer
B.Sc.,0.0,1.0,None,1.0,0.0,1.0,1.0,0.0,0.0,Data Scientist
B.Tech,2.0,1.0,None,0.0,0.0,0.0,0.0,0.0,0.0,Software Engineer
B.Tech,1.0,4.0,None,1.0,1.0,1.0,0.0,0.0,1.0,Frontend Developer
MCA,3.0,2.0,Microsoft,,1.0,1.0,1.0,,0.0,Data Scientist
B.Tech,1.0,0.0,None,1.0,1.0,1.0,1.0,0.0,0.0,Data Analyst
B.Tech,0.0,1.0,None,0.0,1.0,0.0,0.0,0.0,1.0,Frontend Developer
M.Tech,,,Microsoft,1.0,1.0,,0.0,0.0,1.0,Full Stack Developer
B.Tech,4.0,5.0,edX,1.0,0.0,1.0,,1.0,0.0,Backend Developer
BCA,2.0,2.0,,0.0,1.0,0.0,0.0,1.0,1.0,Software Engineer
M.Tech,1.0,2.0,Microsoft,0.0,0.0,0.0,0.0,0.0,1.0,Software Engineer
MCA,3.0,2.0,Google,1.0,0.0,,1.0,0.0,0.0,Machine Learning Engineer
,6.0,,Coursera,0.0,,,1.0,0.0,,Machine Learning Engineer
B.E.,2.0,0.0,None,,0.0,1.0,1.0,0.0,0.0,Data Analyst
B.Tech,0.0,1.0,None,1.0,1.0,1.0,0.0,1.0,1.0,Backend Developer
B.Tech,5.0,7.0,None,0.0,0.0,0.0,1.0,1.0,1.0,Software Engineer
B.Tech,3.0,8.0,None,0.0,1.0,0.0,1.0,1.0,1.0,Frontend Developer
BCA,3.0,1.0,None,1.0,0.0,1.0,1.0,,1.0,Machine Learning Engineer
M.Tech,0.0,3.0,Coursera,1.0,0.0,1.0,1.0,0.0,0.0,Data Analyst
B.Tech,1.0,2.0,None,1.0,1.0,0.0,0.0,1.0,,Backend Developer
B.Tech,2.0,5.0,None,1.0,0.0,1.0,1.0,1.0,0.0,Data Scientist
BCA,1.0,1.0,AWS,0.0,1.0,,0.0,1.0,0.0,Full Stack Developer
B.Tech,,3.0,None,0.0,1.0,,0.0,0.0,1.0,Full Stack Developer
MCA,0.0,3.0,None,1.0,0.0,1.0,1.0,,0.0,Data Analyst
B.E.,,4.0,None,0.0,1.0,0.0,,0.0,1.0,Frontend Developer
B.Tech,4.0,4.0,Coursera,1.0,0.0,1.0,1.0,1.0,0.0,Data Analyst
,,4.0,Coursera,0.0,0.0,1.0,0.0,,0.0,Data Analyst
BCA,1.0,,None,1.0,1.0,0.0,0.0,0.0,,Backend Developer
BCA,4.0,,None,1.0,1.0,0.0,0.0,0.0,1.0,Frontend Developer
B.Sc.,,4.0,Google,,,,1.0,1.0,0.0,Data Scientist
B.Sc.,5.0,3.0,,1.0,,0.0,1.0,1.0,0.0,Software Engineer
M.Tech,5.0,3.0,None,1.0,1.0,1.0,0.0,0.0,1.0,Full Stack Developer
B.Tech,1.0,1.0,AWS,1.0,1.0,1.0,1.0,0.0,0.0,Data Scientist
B.E.,0.0,2.0,edX,0.0,1.0,,1.0,0.0,1.0,Frontend Developer
B.Tech,0.0,1.0,None,1.0,1.0,1.0,0.0,0.0,0.0,Backend Developer
B.Tech,2.0,1.0,None,,1.0,1.0,0.0,0.0,1.0,Frontend Developer
B.Tech,0.0,3.0,edX,1.0,0.0,1.0,1.0,0.0,0.0,Data Scientist
MCA,0.0,,Coursera,0.0,0.0,1.0,1.0,0.0,0.0,Data Scientist
B.E.,3.0,6.0,None,1.0,1.0,1.0,1.0,0.0,0.0,Data Scientist
B.E.,0.0,,None,1.0,0.0,,0.0,1.0,0.0,Backend Developer
B.Tech,7.0,4.0,Coursera,1.0,0.0,1.0,1.0,0.0,1.0,Machine Learning Engineer
,3.0,6.0,AWS,1.0,1.0,1.0,1.0,1.0,0.0,Data Scientist
MCA,5.0,1.0,Google,1.0,0.0,0.0,,1.0,0.0,Machine Learning Engineer
B.Tech,1.0,3.0,None,1.0,1.0,0.0,,,,Backend Developer
B.E.,2.0,2.0,None,1.0,0.0,0.0,1.0,0.0,0.0,Data Scientist
